Channel Frequency(Hz),Power Level(dBm),Channel Bandwidth(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time(s),IQ demod Meas Time(s),RMS EVM(dB),Min Peak Power(dBm),Max Peak Power(dBm),Avg. Power(dBm),Min Avg. Power(dBm),Max Avg. Power(dBm),Frequency Offset(ppm),SampleClockOffset(ppm),LO Leakage(dB),GainImbalance(dB),Skew(deg),RMS Phase Noise(deg),SpectralFlatnessMargin(dB), Min SpectralFlatnessMargin(dB),Min SFM Subcarrier Index
5260000000,1,20000000,6Mbps,OFDM,0.045,0.019,-34.56,8.66,8.99,0.86,0.76,1.05,-10.16,-9.17,-18.19,-0.03,-0.19,0.44,1.28,1.29,26
5260000000,2,20000000,6Mbps,OFDM,0.004,0.021,-33.61,8.96,10.47,0.11,-0.01,0.36,-10.23,-9.62,-17.06,-0.02,0.04,0.49,1.31,1.26,26
5260000000,4,20000000,6Mbps,OFDM,0.003,0.02,-34.47,9.62,10.71,1.69,1.67,1.7,-10.14,-12.4,-18.8,-0.03,-0.26,0.4,1.31,1.3,25
5260000000,6,20000000,6Mbps,OFDM,0.004,0.018,-35.26,12.84,13.23,4.92,4.91,4.95,-10.14,-9.92,-21.84,-0.02,-0.21,0.39,1.28,1.28,26
5260000000,8,20000000,6Mbps,OFDM,0.004,0.02,-34.78,16.31,17.52,7.58,7.55,7.61,-10.23,-10.22,-23.98,-0.02,-0.23,0.46,1.26,1.28,26
5260000000,9,20000000,6Mbps,OFDM,0.003,0.018,-35.92,16.75,17.73,8.82,8.74,8.89,-10.14,-8.61,-24.84,-0.02,-0.12,0.54,1.27,1.27,26
5260000000,10,20000000,6Mbps,OFDM,0.004,0.02,-35.3,18.05,18.6,9.86,9.8,9.94,-10.17,-8.86,-26.04,-0.01,-0.06,0.38,1.29,1.26,26
5260000000,12,20000000,6Mbps,OFDM,0.003,0.018,-34.21,19.35,20.61,11.96,11.84,12.05,-10.21,-9.82,-26.81,-0.01,-0.24,0.36,1.26,1.28,26
5260000000,14,20000000,6Mbps,OFDM,0.003,0.018,-33.96,22.54,23.11,13.91,13.88,13.94,-10.2,-11.47,-30.47,-0.03,-0.11,0.41,1.28,1.29,25
5260000000,15,20000000,6Mbps,OFDM,0.003,0.017,-33.56,22.23,22.77,14.84,14.82,14.86,-10.21,-10.87,-31.25,-0.01,-0.11,0.43,1.26,1.25,26
5280000000,1,20000000,6Mbps,OFDM,0.046,0.018,-34.44,13.05,13.75,4.45,4.43,4.47,-10.1,-11.03,-21.66,-0.01,-0.08,0.42,1.27,1.27,25
5280000000,2,20000000,6Mbps,OFDM,0.003,0.018,-34.87,12.25,14.69,4.55,4.43,4.77,-10.18,-11.1,-21.44,-0.01,0.03,0.42,1.29,1.26,26
5280000000,4,20000000,6Mbps,OFDM,0.003,0.017,-34.61,13.79,14.14,4.7,4.48,4.83,-10.04,-10.44,-21.41,0.01,0.01,0.38,1.27,1.24,26
5280000000,6,20000000,6Mbps,OFDM,0.004,0.018,-35.22,12.61,14.57,4.92,4.86,4.99,-10.19,-11.6,-21.86,-0.03,-0.1,0.39,1.3,1.33,26
5280000000,8,20000000,6Mbps,OFDM,0.003,0.017,-35.71,15.48,16.37,7.41,7.37,7.46,-10.2,-9.74,-23.73,0.01,0.04,0.43,1.28,1.25,26
5280000000,9,20000000,6Mbps,OFDM,0.004,0.019,-35.71,17.01,17.51,8.58,8.56,8.6,-10.26,-8.14,-24.9,0,-0.13,0.49,1.26,1.28,26
5280000000,10,20000000,6Mbps,OFDM,0.004,0.018,-35.66,17.53,19.13,9.71,9.7,9.72,-10.13,-8.09,-27.08,-0.02,-0.06,0.38,1.28,1.29,25
5280000000,12,20000000,6Mbps,OFDM,0.004,0.017,-35.35,19.9,21.67,11.77,11.64,11.98,-10.18,-7.79,-28,-0.01,0.03,0.4,1.26,1.29,26
5280000000,14,20000000,6Mbps,OFDM,0.003,0.016,-34.52,21.75,22.36,13.82,13.82,13.82,-10.18,-10.74,-29.69,-0.01,-0.13,0.44,1.27,1.28,26
5280000000,15,20000000,6Mbps,OFDM,0.003,0.017,-33.35,22.13,23.48,14.72,14.69,14.75,-10.21,-9.93,-31.62,0,-0.19,0.47,1.27,1.25,26
5300000000,1,20000000,6Mbps,OFDM,0.045,0.017,-34.98,13.21,13.8,4.98,4.84,5.08,-10.17,-9.99,-21.94,-0.03,-0.17,0.38,1.26,1.25,26
5300000000,2,20000000,6Mbps,OFDM,0.003,0.019,-34.82,13.29,14.53,4.95,4.85,5.1,-10.17,-10.65,-21.61,-0.02,-0.18,0.5,1.31,1.34,26
5300000000,4,20000000,6Mbps,OFDM,0.004,0.02,-34.76,12.65,13.47,4.47,4.44,4.5,-10.22,-10.27,-21.3,-0.02,-0.24,0.37,1.26,1.26,26
5300000000,6,20000000,6Mbps,OFDM,0.003,0.017,-35.26,13.18,14.28,4.74,4.65,4.88,-10.13,-10.48,-21.76,-0.04,-0.23,0.43,1.3,1.26,26
5300000000,8,20000000,6Mbps,OFDM,0.003,0.016,-35.05,14.91,16.2,7.31,7.24,7.4,-10.2,-11.35,-23.63,-0.02,-0.22,0.42,1.28,1.3,26
5300000000,9,20000000,6Mbps,OFDM,0.003,0.018,-35.11,16.23,17.7,8.56,8.53,8.58,-10.22,-8.74,-24.89,-0.03,-0.09,0.54,1.27,1.26,26
5300000000,10,20000000,6Mbps,OFDM,0.003,0.017,-35.84,17.9,19.74,9.66,9.61,9.71,-10.17,-10.89,-25.63,-0.02,0,0.38,1.29,1.27,26
5300000000,12,20000000,6Mbps,OFDM,0.003,0.017,-35.03,20.32,21.26,11.67,11.64,11.71,-10.25,-10.33,-28.18,-0.04,-0.18,0.44,1.28,1.28,26
5300000000,14,20000000,6Mbps,OFDM,0.003,0.017,-33.77,20.98,23.13,13.69,13.68,13.71,-10.13,-11.02,-29.36,-0.04,-0.19,0.44,1.27,1.29,25
5300000000,15,20000000,6Mbps,OFDM,0.003,0.017,-33.16,22.74,23.08,14.72,14.7,14.74,-10.26,-8.25,-31.13,-0.03,-0.17,0.45,1.26,1.25,26
5320000000,1,20000000,6Mbps,OFDM,0.045,0.021,-34.54,12.17,12.69,4.25,4.15,4.43,-10.22,-8.89,-21.78,-0.01,0.06,0.37,1.26,1.23,26
5320000000,2,20000000,6Mbps,OFDM,0.003,0.042,-34.92,3.81,6.03,-3.76,-3.78,-3.74,-10.16,-10.06,-14.78,-0.04,-0.13,0.36,1.26,1.27,26
5320000000,4,20000000,6Mbps,OFDM,0.004,0.018,-34.71,9.46,9.66,1.71,1.68,1.74,-10.15,-10.72,-19.82,-0.02,0.07,0.43,1.29,1.29,26
5320000000,6,20000000,6Mbps,OFDM,0.003,0.016,-34.87,12.62,13.55,4.55,4.45,4.75,-10.24,-8.92,-22.72,-0.02,-0.19,0.43,1.27,1.27,26
5320000000,8,20000000,6Mbps,OFDM,0.003,0.016,-35.01,12.43,13.01,4.57,4.48,4.69,-10.14,-9.91,-22.21,0,-0.01,0.49,1.29,1.32,26
5320000000,9,20000000,6Mbps,OFDM,0.004,0.017,-34.43,13.86,14.13,4.55,4.44,4.76,-10.19,-12,-22.61,-0.02,-0.09,0.45,1.26,1.29,26
5320000000,10,20000000,6Mbps,OFDM,0.004,0.019,-35.31,12.77,14.32,4.96,4.75,5.09,-10.22,-10.03,-22.97,-0.03,-0.19,0.39,1.24,1.23,26
5320000000,12,20000000,6Mbps,OFDM,0.004,0.019,-35.07,12.55,13.23,4.63,4.43,4.75,-10.2,-11.72,-22.65,-0.02,-0.06,0.5,1.28,1.3,26
5320000000,14,20000000,6Mbps,OFDM,0.003,0.018,-35.34,12.9,13.45,5.12,5.06,5.23,-10.21,-11.36,-22.86,-0.03,-0.09,0.35,1.26,1.29,26
5320000000,15,20000000,6Mbps,OFDM,0.003,0.019,-34.6,13.17,13.34,4.8,4.66,5.04,-10.2,-11.55,-22.67,0,-0.03,0.52,1.28,1.25,26
5500000000,1,20000000,6Mbps,OFDM,0.045,0.018,-34.95,5.01,6.46,-3.63,-3.65,-3.62,-10.24,-11.44,-13.84,-0.01,-0.21,0.37,1.31,1.3,25
5500000000,2,20000000,6Mbps,OFDM,0.002,0.02,-34.06,7.27,7.48,-1.59,-1.6,-1.59,-10.25,-9.2,-15.88,-0.03,-0.04,0.44,1.29,1.3,26
5500000000,4,20000000,6Mbps,OFDM,0.004,0.02,-34.19,10.81,12.47,2.6,2.58,2.61,-10.18,-10.14,-19.82,-0.02,-0.1,0.37,1.27,1.29,26
5500000000,6,20000000,6Mbps,OFDM,0.003,0.019,-35.14,13.93,15.04,5.38,5.34,5.42,-10.21,-10.26,-22.56,-0.01,-0.15,0.42,1.31,1.29,26
5500000000,8,20000000,6Mbps,OFDM,0.003,0.018,-35.25,13.96,14.16,5.78,5.67,5.97,-10.19,-10.12,-22.8,-0.02,-0.17,0.47,1.3,1.29,26
5500000000,9,20000000,6Mbps,OFDM,0.003,0.017,-34.94,13.39,14.95,5.77,5.65,5.96,-10.16,-9.52,-22.88,-0.03,-0.14,0.46,1.29,1.26,26
5500000000,10,20000000,6Mbps,OFDM,0.003,0.018,-35.26,13.66,14.63,5.85,5.64,6.01,-10.25,-9.73,-23.12,-0.02,-0.04,0.47,1.31,1.3,26
5500000000,12,20000000,6Mbps,OFDM,0.003,0.018,-34.22,14.3,15.36,6.04,5.93,6.23,-10.26,-9.8,-23.26,-0.03,-0.05,0.39,1.33,1.31,26
5500000000,14,20000000,6Mbps,OFDM,0.003,0.022,-35.26,14.42,17.87,6.04,5.93,6.23,-10.23,-9.86,-23.53,-0.04,-0.01,0.5,1.31,1.35,26
5500000000,15,20000000,6Mbps,OFDM,0.003,0.018,-34.84,13.37,14.83,5.79,5.67,5.99,-10.29,-10.45,-22.91,0,-0.2,0.35,1.34,1.33,26
5520000000,1,20000000,6Mbps,OFDM,0.046,0.02,-34.6,5.09,5.66,-3.54,-3.58,-3.46,-10.18,-11.84,-13.52,-0.03,-0.03,0.49,1.32,1.33,-26
5520000000,2,20000000,6Mbps,OFDM,0.004,0.032,-34.12,6.77,8.02,-1.5,-1.53,-1.48,-10.25,-10.32,-15.64,-0.02,-0.19,0.44,1.31,1.29,26
5520000000,4,20000000,6Mbps,OFDM,0.003,0.02,-33.4,10.62,12.52,2.55,2.52,2.57,-10.29,-10.45,-19.41,-0.02,-0.11,0.5,1.31,1.32,26
5520000000,6,20000000,6Mbps,OFDM,0.002,0.02,-34.31,13.81,15.93,5.47,5.45,5.49,-10.22,-10.29,-22.19,-0.04,-0.04,0.53,1.33,1.35,26
5520000000,8,20000000,6Mbps,OFDM,0.003,0.02,-35.89,15.15,17.05,7.67,7.67,7.68,-10.17,-10.67,-23.61,-0.02,-0.03,0.43,1.33,1.29,26
5520000000,9,20000000,6Mbps,OFDM,0.003,0.019,-35.64,16.72,17.28,8.78,8.76,8.82,-10.22,-9.62,-24.47,-0.02,0.04,0.46,1.32,1.32,26
5520000000,10,20000000,6Mbps,OFDM,0.003,0.018,-35.43,17.91,19.05,9.81,9.79,9.85,-10.22,-9.58,-25.43,-0.05,0.01,0.49,1.28,1.3,-26
5520000000,12,20000000,6Mbps,OFDM,0.004,0.018,-35.09,20.24,21.47,11.75,11.72,11.79,-10.25,-10.81,-27.42,-0.04,0.04,0.65,1.29,1.29,26
5520000000,14,20000000,6Mbps,OFDM,0.003,0.018,-35.27,20.4,20.5,11.62,11.4,11.77,-10.24,-9.96,-27.2,-0.02,-0.03,0.47,1.28,1.28,-26
5520000000,15,20000000,6Mbps,OFDM,0.003,0.019,-35.65,19.95,20.45,11.5,11.35,11.74,-10.3,-10.03,-27.18,-0.01,-0.03,0.47,1.29,1.27,26
5540000000,1,20000000,6Mbps,OFDM,0.045,0.02,-35.13,4.55,5.68,-3.34,-3.36,-3.3,-10.24,-9.79,-13.35,-0.01,-0.07,0.45,1.33,1.35,-26
5540000000,2,20000000,6Mbps,OFDM,0.003,0.018,-34.27,6.91,8.1,-1.65,-1.68,-1.64,-10.19,-8.95,-15.07,-0.02,-0.14,0.52,1.36,1.38,25
5540000000,4,20000000,6Mbps,OFDM,0.003,0.019,-34.06,9.83,11.43,2.55,2.51,2.58,-10.25,-9.83,-18.92,-0.01,-0.15,0.47,1.35,1.37,26
5540000000,6,20000000,6Mbps,OFDM,0.004,0.019,-34.47,13.62,14.78,5.28,5.27,5.28,-10.25,-11.5,-21.55,-0.04,-0.22,0.39,1.32,1.29,-26
5540000000,8,20000000,6Mbps,OFDM,0.003,0.018,-35.09,15.24,16.2,7.61,7.57,7.69,-10.35,-12.39,-23.07,-0.04,-0.12,0.47,1.32,1.35,26
5540000000,9,20000000,6Mbps,OFDM,0.003,0.021,-35.51,16.38,17.63,8.86,8.78,8.95,-10.24,-10.34,-23.74,-0.03,0.06,0.37,1.32,1.33,26
5540000000,10,20000000,6Mbps,OFDM,0.004,0.02,-35.26,17.85,19,9.77,9.73,9.79,-10.19,-9.03,-25.25,-0.03,-0.1,0.46,1.32,1.32,26
5540000000,12,20000000,6Mbps,OFDM,0.003,0.02,-35.42,19.9,20.71,11.72,11.69,11.74,-10.27,-9.84,-27.2,-0.03,-0.15,0.47,1.3,1.29,-26
5540000000,14,20000000,6Mbps,OFDM,0.003,0.019,-35.62,20.47,21.06,11.97,11.85,12.14,-10.23,-11.7,-27.49,-0.03,-0.18,0.4,1.3,1.28,-26
5540000000,15,20000000,6Mbps,OFDM,0.003,0.018,-34.54,20.03,20.39,11.74,11.55,11.83,-10.27,-10.18,-27.36,-0.02,-0.25,0.49,1.31,1.32,26
5560000000,1,20000000,6Mbps,OFDM,0.046,0.033,-34.86,3.99,4.99,-3.58,-3.59,-3.56,-10.3,-10.18,-14.22,-0.04,-0.24,0.49,1.33,1.32,26
5560000000,2,20000000,6Mbps,OFDM,0.004,0.038,-34.29,7.34,7.75,-1.95,-1.97,-1.93,-10.15,-10.43,-15.73,-0.05,-0.09,0.5,1.34,1.35,26
5560000000,4,20000000,6Mbps,OFDM,0.004,0.016,-34.5,10.43,12.14,2.17,2.13,2.19,-10.25,-8.74,-19.66,0,-0.1,0.42,1.35,1.33,26
5560000000,6,20000000,6Mbps,OFDM,0.003,0.017,-34.32,13.2,13.96,5.08,5.06,5.1,-10.3,-9.99,-22.39,0.01,-0.22,0.5,1.34,1.31,25
5560000000,8,20000000,6Mbps,OFDM,0.003,0.019,-35.08,15.52,17.15,7.37,7.35,7.39,-10.37,-10.03,-24.28,-0.04,0.04,0.47,1.32,1.28,26
5560000000,9,20000000,6Mbps,OFDM,0.003,0.019,-35.59,15.99,17.62,8.6,8.3,8.78,-10.25,-9.58,-25.3,-0.01,-0.12,0.56,1.33,1.3,26
5560000000,10,20000000,6Mbps,OFDM,0.033,0.02,-35.49,17.35,19.58,9.58,9.56,9.61,-10.24,-9.79,-26.43,-0.02,-0.1,0.42,1.32,1.31,-26
5560000000,12,20000000,6Mbps,OFDM,0.003,0.018,-35.44,20.15,21.67,11.63,11.55,11.69,-10.21,-10.71,-28.58,-0.01,0.01,0.43,1.3,1.29,-26
5560000000,14,20000000,6Mbps,OFDM,0.003,0.02,-34.91,22.17,22.47,13.59,13.58,13.6,-10.26,-11.67,-29.42,-0.05,0.14,0.46,1.29,1.29,-25
5560000000,15,20000000,6Mbps,OFDM,0.003,0.018,-33.88,22.56,22.99,14.59,14.58,14.62,-10.29,-10.73,-31.31,-0.05,0.05,0.44,1.27,1.25,-26
5580000000,1,20000000,6Mbps,OFDM,0.046,0.017,-33.99,7.02,7.12,-1.61,-1.79,-1.5,-10.31,-9.4,-15.93,-0.02,-0.32,0.53,1.35,1.34,26
5580000000,2,20000000,6Mbps,OFDM,0.003,0.02,-34.03,6.18,7.01,-1.49,-1.53,-1.45,-10.22,-11.5,-15.6,-0.02,0,0.56,1.35,1.34,26
5580000000,4,20000000,6Mbps,OFDM,0.003,0.019,-34.28,10.02,11.64,2.3,2.27,2.33,-10.26,-10.84,-19.16,-0.02,0.05,0.46,1.35,1.33,26
5580000000,6,20000000,6Mbps,OFDM,0.003,0.019,-34.67,13.58,14.37,5.09,5.05,5.13,-10.26,-8.84,-21.52,-0.04,-0.01,0.42,1.35,1.36,26
5580000000,8,20000000,6Mbps,OFDM,0.003,0.018,-35.46,15.14,17.44,7.39,7.38,7.4,-10.34,-11.41,-23.79,-0.02,-0.02,0.51,1.33,1.35,26
5580000000,9,20000000,6Mbps,OFDM,0.003,0.018,-35,15.93,17.03,8.41,8.26,8.57,-10.29,-11.39,-24.4,-0.03,-0.11,0.44,1.35,1.36,-26
5580000000,10,20000000,6Mbps,OFDM,0.003,0.018,-35.41,17.53,18.83,9.57,9.55,9.58,-10.26,-10.9,-25.09,-0.04,0,0.58,1.32,1.32,-26
5580000000,12,20000000,6Mbps,OFDM,0.003,0.018,-35.67,19.4,20.62,11.64,11.62,11.66,-10.29,-11.84,-27.26,-0.03,-0.05,0.56,1.32,1.33,26
5580000000,14,20000000,6Mbps,OFDM,0.002,0.018,-34.69,21.48,22.91,13.59,13.58,13.61,-10.3,-11.35,-28.62,-0.01,-0.1,0.61,1.31,1.28,-25
5580000000,15,20000000,6Mbps,OFDM,0.003,0.018,-33.62,22.77,23.47,14.61,14.58,14.63,-10.27,-8.94,-29.02,-0.02,-0.04,0.54,1.26,1.25,-26
5600000000,1,20000000,6Mbps,OFDM,0.045,0.018,-34.24,6.22,7.36,-1.52,-1.75,-1.4,-10.26,-10.98,-16.4,-0.03,-0.21,0.52,1.35,1.32,26
5600000000,2,20000000,6Mbps,OFDM,0.003,0.04,-33.84,5.43,6.55,-1.56,-1.74,-1.46,-10.22,-8.2,-16.08,-0.01,-0.06,0.4,1.34,1.35,26
5600000000,4,20000000,6Mbps,OFDM,0.004,0.035,-33.86,11.01,11.76,2.3,2.27,2.33,-10.28,-9.61,-20,-0.01,-0.08,0.43,1.34,1.35,26
5600000000,6,20000000,6Mbps,OFDM,0.003,0.018,-34.23,12.49,13.41,5.06,5.05,5.07,-10.29,-9.87,-22.25,-0.05,-0.06,0.39,1.33,1.35,26
5600000000,8,20000000,6Mbps,OFDM,0.003,0.018,-34.97,16.34,17.12,7.42,7.38,7.47,-10.29,-10.81,-24.17,-0.03,0.07,0.46,1.32,1.33,26
5600000000,9,20000000,6Mbps,OFDM,0.003,0.018,-35.28,16.25,19.12,8.56,8.32,8.71,-10.27,-9.42,-27.06,-0.04,-0.09,0.46,1.32,1.3,26
5600000000,10,20000000,6Mbps,OFDM,0.003,0.017,-34.71,17.72,21.69,9.64,9.62,9.66,-10.27,-11.68,-26.73,0,0.11,0.42,1.33,1.32,26
5600000000,12,20000000,6Mbps,OFDM,0.003,0.018,-34.86,19.68,20.97,11.67,11.65,11.69,-10.28,-10.21,-29.74,-0.01,-0.14,0.49,1.32,1.32,-26
5600000000,14,20000000,6Mbps,OFDM,0.003,0.021,-33.73,21.83,22.39,13.67,13.66,13.67,-10.27,-9.78,-31.05,-0.03,-0.11,0.52,1.26,1.26,26
5600000000,15,20000000,6Mbps,OFDM,0.003,0.017,-32.72,23.03,23.74,14.69,14.67,14.71,-10.32,-11.48,-33.38,-0.03,0.05,0.54,1.27,1.26,-25
5620000000,1,20000000,6Mbps,OFDM,0.045,0.018,-34.54,6.7,8.55,-0.75,-1.01,-0.6,-10.27,-9.64,-17.07,-0.04,0.01,0.48,1.34,1.33,26
5620000000,2,20000000,6Mbps,OFDM,0.003,0.019,-34.6,7.89,8.79,-0.82,-0.92,-0.63,-10.32,-10.38,-17.21,-0.02,-0.03,0.52,1.36,1.39,-26
5620000000,4,20000000,6Mbps,OFDM,0.003,0.019,-34.37,10.71,12.4,2.53,2.52,2.55,-10.29,-9.88,-20.34,-0.01,-0.1,0.48,1.36,1.34,26
5620000000,6,20000000,6Mbps,OFDM,0.003,0.019,-34.21,13.14,13.77,5.45,5.38,5.49,-10.23,-12.26,-22.71,0,-0.04,0.42,1.34,1.33,26
5620000000,8,20000000,6Mbps,OFDM,0.004,0.017,-35.38,15.37,16.4,7.71,7.68,7.75,-10.3,-9.67,-25.01,-0.01,-0.17,0.49,1.34,1.36,25
5620000000,9,20000000,6Mbps,OFDM,0.003,0.017,-35.39,17.01,18.6,8.81,8.76,8.85,-10.31,-10.26,-25.78,0,-0.06,0.47,1.35,1.34,-26
5620000000,10,20000000,6Mbps,OFDM,0.003,0.017,-35.36,18.32,19.08,9.86,9.84,9.89,-10.29,-8.88,-26.71,0,0.1,0.48,1.32,1.29,-26
5620000000,12,20000000,6Mbps,OFDM,0.003,0.017,-35.15,20.84,21.72,11.82,11.81,11.83,-10.29,-9.83,-29.66,-0.01,-0.06,0.5,1.28,1.3,-25
5620000000,14,20000000,6Mbps,OFDM,0.003,0.017,-33.62,21.88,23.46,13.87,13.82,13.91,-10.27,-9.79,-30.75,-0.02,0.07,0.48,1.3,1.34,-26
5620000000,15,20000000,6Mbps,OFDM,0.003,0.019,-33.53,22.48,22.83,14.83,14.83,14.84,-10.25,-10.94,-33.08,-0.01,-0.06,0.56,1.25,1.28,-26
5640000000,1,20000000,6Mbps,OFDM,0.044,0.019,-33.82,7.36,9.76,-0.54,-0.75,-0.43,-10.27,-11.44,-17.07,-0.04,-0.03,0.44,1.37,1.35,26
5640000000,2,20000000,6Mbps,OFDM,0.004,0.035,-33.84,6.74,7.92,-1.12,-1.19,-1.01,-10.31,-10.57,-16.55,-0.01,-0.15,0.34,1.36,1.38,26
5640000000,4,20000000,6Mbps,OFDM,0.005,0.021,-34.09,10.82,10.99,2.47,2.44,2.5,-10.3,-10.78,-19.53,-0.03,-0.14,0.5,1.38,1.33,26
5640000000,6,20000000,6Mbps,OFDM,0.003,0.016,-34.01,13.72,14.24,5.41,5.36,5.45,-10.31,-9.14,-22.73,-0.03,0.05,0.54,1.36,1.4,-26
5640000000,8,20000000,6Mbps,OFDM,0.003,0.016,-34.17,16.01,16.75,7.8,7.68,7.89,-10.3,-9.13,-24.11,-0.03,-0.12,0.51,1.34,1.31,26
5640000000,9,20000000,6Mbps,OFDM,0.004,0.021,-34.71,17.04,17.72,8.92,8.89,8.93,-10.25,-9.23,-25.61,-0.01,-0.15,0.54,1.35,1.35,-25
5640000000,10,20000000,6Mbps,OFDM,0.003,0.019,-35.04,18.91,19.94,10.07,10.05,10.09,-10.3,-10.04,-27.64,-0.03,-0.12,0.43,1.34,1.36,26
5640000000,12,20000000,6Mbps,OFDM,0.004,0.018,-34.99,20.51,23.29,12.04,11.99,12.1,-10.26,-11.15,-29.66,-0.01,-0.14,0.53,1.31,1.34,-26
5640000000,14,20000000,6Mbps,OFDM,0.003,0.017,-33.42,22.39,23.36,14.1,14.09,14.11,-10.31,-7.73,-31.45,-0.03,-0.09,0.57,1.31,1.33,-26
5640000000,15,20000000,6Mbps,OFDM,0.004,0.017,-33.04,23.2,23.36,14.96,14.96,14.97,-10.19,-9.83,-31.51,-0.01,-0.16,0.57,1.23,1.2,-25
5660000000,1,20000000,6Mbps,OFDM,0.046,0.018,-34.15,10.42,12.4,2.72,2.62,2.85,-10.32,-9.51,-20.18,-0.04,-0.21,0.46,1.36,1.37,26
5660000000,2,20000000,6Mbps,OFDM,0.004,0.031,-33.99,10.19,11.69,2.72,2.61,2.93,-10.32,-10.73,-20.25,-0.02,-0.21,0.54,1.34,1.35,-26
5660000000,4,20000000,6Mbps,OFDM,0.004,0.041,-34.02,11.33,12.3,2.65,2.63,2.66,-10.3,-11.11,-19.94,-0.02,-0.15,0.44,1.39,1.39,26
5660000000,6,20000000,6Mbps,OFDM,0.004,0.017,-34.88,13.14,14.95,5.49,5.48,5.51,-10.3,-8.83,-22.51,-0.03,-0.2,0.42,1.35,1.36,-25
5660000000,8,20000000,6Mbps,OFDM,0.003,0.016,-35.17,16.22,17.32,7.89,7.85,7.96,-10.26,-10.01,-24.79,-0.02,-0.34,0.44,1.32,1.3,-26
5660000000,9,20000000,6Mbps,OFDM,0.004,0.022,-35.46,17.35,18.32,9,8.93,9.11,-10.34,-12.13,-25.58,0,-0.16,0.47,1.33,1.34,-25
5660000000,10,20000000,6Mbps,OFDM,0.003,0.019,-35.84,18.35,19.12,10.15,10.09,10.23,-10.29,-12.43,-27.03,-0.01,-0.22,0.53,1.34,1.35,-26
5660000000,12,20000000,6Mbps,OFDM,0.004,0.019,-35.22,20.1,21.02,12,11.99,12.02,-10.32,-10.68,-29.6,-0.04,-0.12,0.54,1.29,1.29,-26
5660000000,14,20000000,6Mbps,OFDM,0.003,0.016,-34.19,21.96,22.56,14.07,14.03,14.12,-10.25,-9.59,-30.73,-0.03,-0.1,0.43,1.27,1.29,-25
5660000000,15,20000000,6Mbps,OFDM,0.004,0.017,-33.54,22.67,23.53,15.1,15.09,15.12,-10.33,-7.03,-31.51,-0.01,-0.05,0.48,1.24,1.26,-26
5680000000,1,20000000,6Mbps,OFDM,0.046,0.04,-33.74,9.55,10.8,1.96,1.79,2.1,-10.33,-9.52,-19.62,-0.02,-0.08,0.66,1.35,1.36,-26
5680000000,2,20000000,6Mbps,OFDM,0.004,0.02,-33.71,10.12,10.67,1.98,1.8,2.07,-10.17,-10.99,-19.59,0.01,-0.03,0.52,1.3,1.3,-26
5680000000,4,20000000,6Mbps,OFDM,0.003,0.018,-33.88,10.47,10.94,2.78,2.75,2.79,-10.18,-11.32,-20.1,-0.02,-0.06,0.68,1.36,1.35,-26
5680000000,6,20000000,6Mbps,OFDM,0.003,0.018,-34.31,13.63,14.13,5.68,5.66,5.72,-10.4,-9.4,-23.14,-0.02,-0.08,0.44,1.32,1.34,-25
5680000000,8,20000000,6Mbps,OFDM,0.003,0.016,-35.41,17.29,17.99,7.94,7.87,8.03,-10.27,-9.59,-25.09,-0.02,-0.22,0.58,1.33,1.3,-26
5680000000,9,20000000,6Mbps,OFDM,0.004,0.017,-35.71,17.67,18.11,9.01,8.97,9.05,-10.25,-11.08,-26.37,-0.02,-0.1,0.55,1.3,1.25,-26
5680000000,10,20000000,6Mbps,OFDM,0.003,0.016,-35.03,17.99,18.48,10.13,10.11,10.17,-10.29,-9.6,-27.61,-0.02,-0.02,0.65,1.3,1.28,-26
5680000000,12,20000000,6Mbps,OFDM,0.003,0.017,-34.34,20.11,21.92,12.17,12.14,12.2,-10.28,-9.45,-29.72,0,0.01,0.56,1.27,1.31,-26
5680000000,14,20000000,6Mbps,OFDM,0.004,0.017,-34.28,21.9,22.56,14.05,14.04,14.07,-10.28,-9.05,-31.21,-0.01,0.03,0.65,1.31,1.29,-26
5680000000,15,20000000,6Mbps,OFDM,0.004,0.016,-33.37,22.96,23.3,15.07,15.04,15.1,-10.33,-12.01,-33,-0.01,-0.03,0.71,1.25,1.22,-26
5700000000,1,20000000,6Mbps,OFDM,0.045,0.018,-34.03,14.04,14.59,5.72,5.53,5.88,-10.23,-9.7,-23.19,-0.02,-0.18,0.47,1.34,1.33,-25
5700000000,2,20000000,6Mbps,OFDM,0.004,0.039,-33.98,13.04,14.55,5.17,5.16,5.17,-10.33,-12.66,-22.47,-0.01,-0.14,0.45,1.35,1.34,-25
5700000000,4,20000000,6Mbps,OFDM,0.004,0.02,-34.27,12.91,13.77,5.32,5.18,5.54,-10.3,-9.45,-22.82,-0.01,-0.1,0.52,1.37,1.39,-26
5700000000,6,20000000,6Mbps,OFDM,0.003,0.018,-34.6,14.34,17.11,5.81,5.79,5.84,-10.32,-10.73,-23.2,-0.02,0.03,0.49,1.36,1.35,-26
5700000000,8,20000000,6Mbps,OFDM,0.003,0.018,-35.19,16.15,17.03,8.01,7.96,8.09,-10.4,-9.07,-25.2,-0.01,-0.19,0.43,1.29,1.27,-26
5700000000,9,20000000,6Mbps,OFDM,0.004,0.02,-35.55,17.05,19.03,9.19,9.11,9.29,-10.3,-10.42,-26.46,-0.01,-0.11,0.45,1.31,1.3,-26
