Channel Frequency(Hz),Power Level(dBm),Channel Bandwidth(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time(s),IQ demod Meas Time(s),RMS EVM(dB),Min Peak Power(dBm),Max Peak Power(dBm),Avg. Power(dBm),Min Avg. Power(dBm),Max Avg. Power(dBm),Frequency Offset(ppm),SampleClockOffset(ppm),LO Leakage(dB),GainImbalance(dB),Skew(deg),RMS Phase Noise(deg),SpectralFlatnessMargin(dB), Min SpectralFlatnessMargin(dB),Min SFM Subcarrier Index
5580000000,14,20000000,24Mbps,OFDM,0.004,0.017,-35.13,15.01,15.86,6.45,6.25,6.59,-10.58,-12.32,-23.48,-0.01,-0.14,0.43,1.36,1.34,26
5580000000,15,20000000,24Mbps,OFDM,0.003,0.017,-35.03,14.39,14.8,6.29,6.17,6.4,-10.48,-9.89,-23.91,-0.06,-0.13,0.45,1.35,1.32,26
5600000000,1,20000000,24Mbps,OFDM,0.046,0.019,-34.05,4.54,7.18,-3.58,-3.6,-3.56,-10.52,-9.66,-14.45,-0.01,-0.24,0.48,1.32,1.35,25
5600000000,2,20000000,24Mbps,OFDM,0.003,0.031,-34.32,6.03,7.93,-1.87,-2.05,-1.78,-10.53,-8.77,-16.17,-0.02,-0.09,0.43,1.31,1.33,26
5600000000,4,20000000,24Mbps,OFDM,0.004,0.02,-33.71,10.06,10.78,2.29,2.25,2.36,-10.55,-9.71,-20.14,-0.03,-0.21,0.54,1.33,1.3,26
5600000000,6,20000000,24Mbps,OFDM,0.003,0.018,-34.09,13.53,14,5.05,4.94,5.16,-10.58,-9.06,-22.86,-0.01,-0.11,0.47,1.34,1.36,26
5600000000,8,20000000,24Mbps,OFDM,0.003,0.018,-34.89,15.82,17.27,7.4,7.27,7.53,-10.59,-11.78,-24.64,-0.02,-0.11,0.44,1.32,1.34,26
5600000000,9,20000000,24Mbps,OFDM,0.004,0.018,-35.29,17.17,18.57,8.55,8.43,8.67,-10.57,-9.72,-26.35,0,-0.1,0.4,1.32,1.3,26
5600000000,10,20000000,24Mbps,OFDM,0.003,0.02,-35.21,17.71,18.36,9.72,9.65,9.81,-10.44,-11.36,-27.59,-0.01,-0.28,0.43,1.31,1.33,26
5600000000,12,20000000,24Mbps,OFDM,0.003,0.022,-34.81,19.51,20.08,10.72,10.45,10.89,-10.5,-10.71,-28.73,0.01,-0.08,0.53,1.3,1.31,26
5600000000,14,20000000,24Mbps,OFDM,0.003,0.018,-35.38,19.46,20.89,10.65,10.51,10.86,-10.62,-10.81,-28.53,-0.01,-0.21,0.48,1.33,1.3,-26
5600000000,15,20000000,24Mbps,OFDM,0.003,0.018,-35.32,19.64,21.49,11.77,11.59,12.05,-10.57,-9.51,-30.33,-0.02,-0.09,0.55,1.31,1.32,25
5620000000,1,20000000,24Mbps,OFDM,0.046,0.042,-34.46,4.82,5.15,-3.53,-3.56,-3.48,-10.53,-9.41,-14.37,0.01,-0.17,0.5,1.34,1.36,-26
5620000000,2,20000000,24Mbps,OFDM,0.005,0.019,-33.94,6.5,6.92,-1.57,-1.65,-1.42,-10.58,-10.38,-16.32,-0.01,-0.08,0.56,1.36,1.36,26
5620000000,4,20000000,24Mbps,OFDM,0.003,0.017,-34.27,10.38,11.03,2.37,2.25,2.51,-10.57,-10.43,-20.1,0.03,-0.04,0.51,1.34,1.34,26
5620000000,6,20000000,24Mbps,OFDM,0.004,0.017,-34.81,13.57,14.7,5.33,5.29,5.37,-10.55,-10.56,-23.16,-0.02,-0.09,0.38,1.33,1.33,26
5620000000,8,20000000,24Mbps,OFDM,0.003,0.022,-35.02,16.1,17.16,7.68,7.58,7.76,-10.6,-11.1,-25.14,0,-0.1,0.5,1.32,1.35,25
5620000000,9,20000000,24Mbps,OFDM,0.003,0.019,-35.34,17.48,18.65,8.82,8.77,8.85,-10.61,-10.42,-25.93,-0.01,0.01,0.57,1.34,1.32,-26
5620000000,10,20000000,24Mbps,OFDM,0.003,0.019,-35.38,18.2,19.33,9.74,9.69,9.78,-10.6,-12.03,-27.56,-0.02,0,0.5,1.3,1.33,-26
5620000000,12,20000000,24Mbps,OFDM,0.004,0.021,-35.01,19.47,21.96,10.84,10.56,10.98,-10.52,-9.33,-28.8,-0.02,0.02,0.44,1.31,1.35,26
5620000000,14,20000000,24Mbps,OFDM,0.003,0.017,-35.38,19.23,20.67,10.54,10.36,10.65,-10.58,-10.74,-28.32,0.01,-0.03,0.49,1.32,1.3,-26
5620000000,15,20000000,24Mbps,OFDM,0.004,0.017,-34.98,19.74,19.96,11.03,10.94,11.13,-10.54,-11.67,-28.87,-0.03,-0.03,0.54,1.33,1.31,-26
5640000000,1,20000000,24Mbps,OFDM,0.045,0.019,-33.96,5.12,5.85,-3.4,-3.43,-3.37,-10.6,-11.81,-14.21,-0.02,-0.15,0.46,1.37,1.35,26
5640000000,2,20000000,24Mbps,OFDM,0.004,0.041,-33.89,6.75,8.31,-1.42,-1.48,-1.36,-10.67,-11.58,-16.19,-0.01,-0.2,0.41,1.36,1.37,25
5640000000,4,20000000,24Mbps,OFDM,0.004,0.019,-33.43,10.64,11.03,2.62,2.5,2.8,-10.54,-11.17,-20.03,-0.01,-0.2,0.49,1.35,1.35,-26
5640000000,6,20000000,24Mbps,OFDM,0.003,0.02,-34.23,13.28,13.9,5.52,5.48,5.58,-10.59,-9.95,-22.99,-0.04,-0.19,0.38,1.37,1.39,26
5640000000,8,20000000,24Mbps,OFDM,0.003,0.018,-34.35,15.81,17.09,7.41,7.27,7.5,-10.58,-12.72,-24.33,-0.03,-0.14,0.49,1.36,1.38,25
5640000000,9,20000000,24Mbps,OFDM,0.003,0.021,-34.81,17.3,18.49,8.98,8.9,9.08,-10.53,-11.48,-25.62,-0.05,-0.02,0.53,1.36,1.37,25
5640000000,10,20000000,24Mbps,OFDM,0.004,0.019,-34.86,18.33,19.54,9.98,9.96,10,-10.61,-11.07,-26.75,-0.04,-0.15,0.47,1.31,1.28,26
5640000000,12,20000000,24Mbps,OFDM,0.003,0.019,-35.04,21.52,22.08,12.03,11.91,12.13,-10.56,-10.14,-29.48,-0.03,-0.04,0.46,1.33,1.33,26
5640000000,14,20000000,24Mbps,OFDM,0.003,0.02,-34.33,20.71,21.28,12.07,11.89,12.18,-10.61,-11.35,-29.15,-0.04,-0.24,0.45,1.32,1.32,-26
5640000000,15,20000000,24Mbps,OFDM,0.003,0.018,-34.62,21.4,22.82,12.99,12.83,13.09,-10.54,-10.43,-28.97,-0.02,-0.02,0.55,1.31,1.27,-26
5660000000,1,20000000,24Mbps,OFDM,0.045,0.018,-34.19,5.09,5.95,-3.31,-3.36,-3.28,-10.56,-12,-14.24,-0.03,-0.23,0.48,1.35,1.37,-26
5660000000,2,20000000,24Mbps,OFDM,0.003,0.04,-34.06,6.39,7.98,-1.37,-1.4,-1.33,-10.55,-10.2,-16.21,0.02,-0.22,0.41,1.36,1.36,-26
5660000000,4,20000000,24Mbps,OFDM,0.004,0.021,-33.61,10.6,11.38,2.79,2.77,2.82,-10.51,-11.13,-20.07,-0.01,-0.23,0.54,1.35,1.35,26
5660000000,6,20000000,24Mbps,OFDM,0.004,0.02,-34.49,14.05,15.15,5.7,5.64,5.78,-10.62,-11.23,-23.08,-0.04,-0.31,0.43,1.36,1.38,-25
5660000000,8,20000000,24Mbps,OFDM,0.003,0.017,-35.14,16.2,17.55,7.86,7.8,7.9,-10.51,-11.3,-24.49,-0.01,-0.29,0.47,1.34,1.31,-26
5660000000,9,20000000,24Mbps,OFDM,0.003,0.018,-34.97,16.96,18.55,9.04,8.97,9.08,-10.53,-9.37,-25.97,-0.02,-0.36,0.51,1.35,1.38,-26
5660000000,10,20000000,24Mbps,OFDM,0.003,0.019,-35.08,18.99,19.93,10.17,10.13,10.25,-10.57,-10.56,-26.81,0,-0.16,0.54,1.29,1.27,-26
5660000000,12,20000000,24Mbps,OFDM,0.003,0.018,-35.13,20.92,22.14,12.2,12.14,12.24,-10.61,-10.3,-29.77,-0.01,-0.15,0.59,1.3,1.28,-26
5660000000,14,20000000,24Mbps,OFDM,0.003,0.017,-34.91,20.95,21.44,12.1,12.01,12.24,-10.62,-11.05,-29.34,0,-0.14,0.47,1.3,1.3,-26
5660000000,15,20000000,24Mbps,OFDM,0.004,0.017,-35.05,19.92,22.26,12.44,12.19,12.59,-10.58,-10.09,-29.93,0.01,-0.16,0.55,1.29,1.27,-26
5680000000,1,20000000,24Mbps,OFDM,0.045,0.019,-34.58,5.31,7.7,-3.39,-3.41,-3.34,-10.57,-10.34,-14.18,0,-0.07,0.69,1.35,1.36,-26
5680000000,2,20000000,24Mbps,OFDM,0.003,0.028,-34.03,7.46,8.82,-1.37,-1.41,-1.35,-10.56,-11.84,-16.05,-0.01,-0.22,0.69,1.37,1.36,-26
5680000000,4,20000000,24Mbps,OFDM,0.003,0.02,-34.11,10.51,11.79,2.73,2.66,2.78,-10.53,-10.91,-19.9,-0.03,-0.11,0.55,1.33,1.33,-25
5680000000,6,20000000,24Mbps,OFDM,0.003,0.018,-34.03,14.42,14.55,5.61,5.58,5.64,-10.57,-11.04,-22.98,0.01,-0.09,0.69,1.31,1.28,-25
5680000000,8,20000000,24Mbps,OFDM,0.003,0.02,-35.55,16.37,16.99,7.99,7.98,8,-10.55,-9.49,-24.91,0.02,-0.11,0.71,1.31,1.29,-26
5680000000,9,20000000,24Mbps,OFDM,0.003,0.02,-35.18,17.75,19.2,9.09,8.98,9.18,-10.54,-9.79,-26.05,0.02,-0.2,0.73,1.31,1.32,-26
5680000000,10,20000000,24Mbps,OFDM,0.003,0.019,-34.41,19.28,19.93,10.2,10.18,10.22,-10.61,-11.19,-27.19,0.01,-0.01,0.52,1.3,1.28,-26
5680000000,12,20000000,24Mbps,OFDM,0.003,0.018,-35.08,21.45,22.12,12.16,12.08,12.26,-10.55,-9.94,-29.4,0,-0.08,0.6,1.26,1.24,-26
5680000000,14,20000000,24Mbps,OFDM,0.003,0.019,-33.34,22.78,23.42,14.17,14.12,14.26,-10.59,-8.7,-30.88,0.01,0,0.57,1.22,1.22,-26
5680000000,15,20000000,24Mbps,OFDM,0.003,0.019,-32.85,22.66,23.66,15.11,15.05,15.18,-10.58,-9.6,-32.54,0.01,0.09,0.62,1.23,1.25,-25
5700000000,1,20000000,24Mbps,OFDM,0.045,0.039,-33.73,8.4,9.82,-0.13,-0.22,-0.07,-10.52,-11.5,-17.5,-0.02,-0.15,0.42,1.33,1.31,-25
5700000000,2,20000000,24Mbps,OFDM,0.003,0.024,-33.72,7.86,8.34,-0.38,-0.51,-0.16,-10.61,-11.55,-17.17,-0.01,-0.06,0.56,1.34,1.3,-26
5700000000,4,20000000,24Mbps,OFDM,0.004,0.017,-34.01,10.76,11.55,2.78,2.71,2.82,-10.59,-11.76,-20.38,-0.01,-0.14,0.51,1.33,1.34,-26
5700000000,6,20000000,24Mbps,OFDM,0.003,0.018,-34.41,13.92,16.13,5.76,5.64,5.85,-10.59,-11.06,-22.54,-0.01,-0.08,0.37,1.28,1.31,-26
5700000000,8,20000000,24Mbps,OFDM,0.003,0.022,-34.31,15.92,17.88,8.03,7.97,8.11,-10.62,-7.64,-24.85,-0.01,-0.05,0.59,1.3,1.3,-25
5700000000,9,20000000,24Mbps,OFDM,0.003,0.018,-34.95,17.25,18.32,9.16,9.14,9.17,-10.58,-10.66,-26.02,-0.01,-0.1,0.52,1.33,1.33,-26
5700000000,10,20000000,24Mbps,OFDM,0.004,0.018,-35.18,18.76,20.01,10.2,10.16,10.26,-10.59,-11.52,-27.4,-0.01,-0.19,0.4,1.29,1.32,-25
5700000000,12,20000000,24Mbps,OFDM,0.003,0.017,-34.61,21.56,22.45,12.2,12.17,12.22,-10.62,-12.07,-28.78,-0.01,0,0.51,1.28,1.26,-26
5700000000,14,20000000,24Mbps,OFDM,0.003,0.017,-33.4,22.83,23.31,14.17,14.1,14.24,-10.57,-8.61,-30.66,-0.03,-0.19,0.45,1.27,1.25,-26
5700000000,15,20000000,24Mbps,OFDM,0.003,0.019,-32.27,22.97,23.73,15.11,15.09,15.13,-10.58,-9.47,-32.51,0.01,-0.03,0.54,1.24,1.26,-26
5745000000,1,20000000,24Mbps,OFDM,0.045,0.042,-33.18,7.56,8.77,-0.37,-0.49,-0.3,-10.6,-9.91,-17.15,0,-0.16,0.49,1.31,1.32,-26
5745000000,2,20000000,24Mbps,OFDM,0.003,0.028,-33.77,9.15,10.94,1.22,1.12,1.27,-10.59,-10.09,-18.71,-0.04,0.06,0.44,1.31,1.36,-26
5745000000,4,20000000,24Mbps,OFDM,0.003,0.018,-34.09,12.03,15,3.85,3.7,4.01,-10.6,-9.73,-20.96,-0.02,0,0.45,1.34,1.33,-26
5745000000,6,20000000,24Mbps,OFDM,0.004,0.018,-34.41,13.88,16.08,6.11,6.08,6.12,-10.61,-9.9,-22.58,0,-0.08,0.6,1.3,1.32,-25
5745000000,8,20000000,24Mbps,OFDM,0.003,0.017,-34.83,15.97,17.16,8.26,8.05,8.38,-10.46,-8.56,-24.8,0.01,-0.1,0.47,1.3,1.31,-26
5745000000,9,20000000,24Mbps,OFDM,0.003,0.02,-35.15,17.46,19.09,9.16,8.93,9.29,-10.55,-11.3,-25.47,-0.04,0.13,0.52,1.3,1.31,-25
5745000000,10,20000000,24Mbps,OFDM,0.003,0.02,-34.74,17.95,19.22,10.01,9.93,10.1,-10.58,-9.17,-26.53,-0.01,0.08,0.52,1.25,1.24,-26
5745000000,12,20000000,24Mbps,OFDM,0.003,0.018,-35,20.67,21.44,11.9,11.72,12.25,-10.58,-11.59,-28.15,0,-0.1,0.48,1.26,1.25,-26
5745000000,14,20000000,24Mbps,OFDM,0.003,0.018,-33.92,22.7,22.81,13.96,13.86,14.05,-10.61,-12.07,-29.95,0.01,0.05,0.41,1.23,1.2,-26
5745000000,15,20000000,24Mbps,OFDM,0.003,0.018,-32.66,22.59,23.15,14.97,14.96,14.99,-10.66,-12.52,-31.39,-0.03,0.01,0.53,1.22,1.2,-25
5765000000,1,20000000,24Mbps,OFDM,0.046,0.021,-33.25,7.99,8.85,-0.61,-0.72,-0.52,-10.56,-10.48,-17.9,-0.01,0.03,0.51,1.27,1.3,-26
5765000000,2,20000000,24Mbps,OFDM,0.003,0.02,-33.71,10.17,12.76,1.66,1.49,1.79,-10.56,-7.83,-20.19,0.03,-0.09,0.5,1.31,1.32,-26
5765000000,4,20000000,24Mbps,OFDM,0.003,0.02,-33.58,11.37,12.65,3.68,3.62,3.72,-10.62,-8,-22.34,-0.01,-0.17,0.52,1.25,1.29,-25
5765000000,6,20000000,24Mbps,OFDM,0.002,0.021,-34.31,14.58,14.96,5.94,5.85,6.05,-10.63,-10.15,-24.32,0,0.03,0.48,1.28,1.27,-25
5765000000,8,20000000,24Mbps,OFDM,0.003,0.023,-34.76,15.75,16.86,8,7.94,8.03,-10.57,-11.02,-26.46,0,-0.16,0.58,1.26,1.26,-26
5765000000,9,20000000,24Mbps,OFDM,0.004,0.019,-34.56,17.2,18.14,8.92,8.83,9.02,-10.52,-9.25,-27.54,-0.01,0.01,0.49,1.27,1.25,-25
5765000000,10,20000000,24Mbps,OFDM,0.003,0.019,-35.69,18.91,20.44,9.99,9.93,10.03,-10.58,-9.9,-29.2,0,-0.1,0.53,1.26,1.27,-26
5765000000,12,20000000,24Mbps,OFDM,0.004,0.019,-34.22,20.52,21.98,11.96,11.91,12.03,-10.59,-11.26,-31.18,0.01,-0.13,0.44,1.24,1.25,-26
5765000000,14,20000000,24Mbps,OFDM,0.003,0.018,-32.98,21.8,23.11,13.91,13.87,13.97,-10.6,-9.68,-34.02,0.01,-0.15,0.55,1.23,1.21,-26
5765000000,15,20000000,24Mbps,OFDM,0.004,0.018,-32.78,22.7,23.45,14.85,14.78,14.89,-10.65,-9.46,-34.19,-0.01,0.04,0.56,1.21,1.2,-25
5785000000,1,20000000,24Mbps,OFDM,0.045,0.019,-33.68,9.2,9.66,1.03,0.95,1.11,-10.58,-11.88,-19.43,-0.01,-0.1,0.57,1.33,1.34,-26
5785000000,2,20000000,24Mbps,OFDM,0.003,0.019,-33.58,10.34,10.9,1.49,1.36,1.58,-10.6,-10.63,-19.98,-0.02,-0.21,0.57,1.31,1.27,-26
5785000000,4,20000000,24Mbps,OFDM,0.003,0.018,-34.3,11.44,12.02,3.67,3.65,3.69,-10.6,-10.62,-21.85,0,-0.29,0.51,1.34,1.36,-25
5785000000,6,20000000,24Mbps,OFDM,0.002,0.018,-34.85,13.72,16.29,5.94,5.83,6.03,-10.59,-9.68,-23.67,0.01,-0.09,0.5,1.31,1.35,-25
5785000000,8,20000000,24Mbps,OFDM,0.003,0.018,-35.12,15.99,17.03,7.87,7.79,7.95,-10.62,-10.29,-25.48,0,-0.11,0.56,1.28,1.25,-26
5785000000,9,20000000,24Mbps,OFDM,0.002,0.018,-35.22,16.83,18.21,8.9,8.81,9.04,-10.59,-11.27,-26.51,-0.01,-0.13,0.49,1.29,1.32,-25
5785000000,10,20000000,24Mbps,OFDM,0.003,0.019,-34.7,18.92,19.53,9.85,9.77,9.95,-10.56,-11.38,-27.52,0.02,-0.08,0.57,1.26,1.27,-26
5785000000,12,20000000,24Mbps,OFDM,0.002,0.023,-34.24,20.69,20.92,11.79,11.76,11.86,-10.58,-11.96,-29.15,0.01,-0.11,0.56,1.26,1.26,-25
5785000000,14,20000000,24Mbps,OFDM,0.004,0.019,-33.89,22.95,23.23,13.92,13.84,14.05,-10.56,-10.02,-31.47,-0.01,-0.17,0.51,1.25,1.24,-26
5785000000,15,20000000,24Mbps,OFDM,0.004,0.018,-32.54,23.12,23.38,14.84,14.8,14.88,-10.6,-11.19,-32.3,0.02,0.01,0.53,1.22,1.25,-26
5805000000,1,20000000,24Mbps,OFDM,0.046,0.019,-32.89,14.37,14.73,5.76,5.57,5.95,-10.52,-11.91,-23.91,-0.01,-0.23,0.65,1.29,1.29,-26
5805000000,2,20000000,24Mbps,OFDM,0.003,0.019,-33.2,14.22,14.6,5.49,5.31,5.6,-10.59,-9.97,-23.95,-0.02,-0.15,0.48,1.3,1.33,-26
5805000000,4,20000000,24Mbps,OFDM,0.003,0.018,-33.58,12.48,14.11,4.84,4.41,5.11,-10.59,-10.52,-23.36,0.01,-0.22,0.45,1.33,1.29,-26
5805000000,6,20000000,24Mbps,OFDM,0.004,0.019,-33.64,14.64,15.1,5.83,5.69,5.98,-10.54,-8.78,-24.11,0,-0.2,0.54,1.29,1.32,-26
5805000000,8,20000000,24Mbps,OFDM,0.003,0.019,-34.16,15.78,16.81,7.92,7.86,7.95,-10.63,-11.3,-25.92,-0.01,-0.15,0.55,1.33,1.32,-25
5805000000,9,20000000,24Mbps,OFDM,0.003,0.018,-33.96,17.16,18.19,8.91,8.87,8.94,-10.63,-10.62,-26.87,0,-0.34,0.5,1.28,1.3,-26
5805000000,10,20000000,24Mbps,OFDM,0.004,0.018,-33.91,18.16,19.23,9.92,9.85,10.02,-10.62,-9.19,-28.08,0,-0.22,0.52,1.29,1.33,-26
5805000000,12,20000000,24Mbps,OFDM,0.003,0.017,-32.67,20.04,20.95,11.88,11.79,11.98,-10.53,-13.35,-29.95,-0.01,-0.29,0.57,1.25,1.25,-25
5805000000,14,20000000,24Mbps,OFDM,0.004,0.017,-32.76,21.96,23.11,13.86,13.81,13.93,-10.59,-9.17,-31.46,0.02,-0.27,0.54,1.24,1.26,-26
5805000000,15,20000000,24Mbps,OFDM,0.003,0.016,-32.18,22.62,23.26,14.75,14.7,14.8,-10.6,-7.85,-31.8,0.01,-0.22,0.61,1.26,1.28,-26
5825000000,1,20000000,24Mbps,OFDM,0.045,0.019,-34.19,13.4,14.55,5.68,5.66,5.7,-10.58,-9.68,-24.77,-0.03,-0.15,0.49,1.31,1.3,-26
5825000000,2,20000000,24Mbps,OFDM,0.004,0.02,-34.08,13.56,14.56,5.58,5.34,5.73,-10.58,-11.36,-24.49,-0.02,-0.01,0.46,1.32,1.3,-26
5825000000,4,20000000,24Mbps,OFDM,0.003,0.017,-34.2,13.58,14.37,5.79,5.77,5.84,-10.65,-11.38,-24.49,-0.04,0,0.53,1.3,1.33,-26
5825000000,6,20000000,24Mbps,OFDM,0.004,0.017,-34.34,14.49,16.24,5.93,5.93,5.94,-10.52,-8.25,-24.95,-0.01,-0.25,0.52,1.3,1.29,-25
5825000000,8,20000000,24Mbps,OFDM,0.003,0.018,-34.69,16.35,17.72,8.03,8,8.07,-10.57,-10.37,-26.92,-0.01,-0.15,0.48,1.26,1.26,-26
5825000000,9,20000000,24Mbps,OFDM,0.003,0.019,-35.3,17.04,18.15,8.87,8.79,8.94,-10.65,-9.97,-27.59,-0.03,-0.14,0.48,1.3,1.28,-26
5825000000,10,20000000,24Mbps,OFDM,0.003,0.021,-35.27,18.1,19.02,9.89,9.83,9.94,-10.56,-11.69,-28.96,-0.02,-0.14,0.44,1.26,1.28,-26
5825000000,12,20000000,24Mbps,OFDM,0.003,0.017,-34.44,20.34,21.5,11.74,11.64,11.82,-10.54,-9.6,-31.19,-0.03,0,0.52,1.25,1.23,-25
5825000000,14,20000000,24Mbps,OFDM,0.003,0.016,-34.05,21.8,22.33,13.75,13.63,13.87,-10.57,-10.01,-32.29,-0.03,0.07,0.52,1.22,1.24,-26
5825000000,15,20000000,24Mbps,OFDM,0.004,0.018,-31.33,22.7,23.48,14.79,14.76,14.84,-10.63,-6.1,-33.91,-0.04,0.03,0.5,1.24,1.22,-25
5180000000,1,20000000,54Mbps,OFDM,0.044,0.026,-34.17,11.56,12.2,2.74,2.56,3.01,-10.68,-10.6,-19.86,-0.03,0.01,0.5,1.27,1.31,26
5180000000,2,20000000,54Mbps,OFDM,0.004,0.042,-34.42,9.37,10.64,1.86,1.75,2.07,-10.62,-8.83,-19.14,-0.02,-0.1,0.42,1.29,1.31,26
5180000000,4,20000000,54Mbps,OFDM,0.003,0.018,-34.2,10.7,11.49,2.14,2.09,2.2,-10.6,-11.89,-19.4,-0.03,0.07,0.36,1.29,1.31,26
5180000000,6,20000000,54Mbps,OFDM,0.002,0.018,-35.08,13.4,14.56,5.2,5.15,5.29,-10.57,-11.87,-22.68,-0.03,-0.16,0.43,1.3,1.28,26
5180000000,8,20000000,54Mbps,OFDM,0.003,0.018,-35.96,16.89,18.79,7.86,7.72,7.96,-10.6,-12.48,-25.02,-0.04,0.02,0.38,1.26,1.26,26
5180000000,9,20000000,54Mbps,OFDM,0.003,0.021,-36.04,17.29,18.17,8.99,8.97,9.01,-10.62,-9.89,-26.19,-0.04,0,0.42,1.28,1.26,26
5180000000,10,20000000,54Mbps,OFDM,0.003,0.02,-35.51,18.8,19.96,10.23,10.16,10.33,-10.58,-9.86,-28.21,-0.01,0.01,0.41,1.3,1.29,25
5180000000,12,20000000,54Mbps,OFDM,0.003,0.019,-34.48,21.05,21.72,12.14,11.95,12.4,-10.64,-11.31,-28.71,-0.04,-0.09,0.37,1.29,1.3,25
5180000000,14,20000000,54Mbps,OFDM,0.003,0.018,-34.04,22.24,22.51,14.18,14.15,14.24,-10.57,-9.84,-31.94,-0.02,-0.05,0.46,1.28,1.26,26
5180000000,15,20000000,54Mbps,OFDM,0.003,0.018,-32.48,22.8,23.35,15.07,14.92,15.15,-10.6,-9.8,-33.62,-0.02,-0.13,0.54,1.25,1.2,-26
5200000000,1,20000000,54Mbps,OFDM,0.044,0.018,-34.58,11.11,12.45,3.12,2.98,3.36,-10.67,-10.8,-19.87,-0.03,-0.06,0.45,1.26,1.26,26
5200000000,2,20000000,54Mbps,OFDM,0.003,0.034,-34.48,10.86,12,2.97,2.64,3.13,-10.6,-10.35,-19.75,0,-0.18,0.4,1.28,1.29,26
5200000000,4,20000000,54Mbps,OFDM,0.003,0.04,-34.65,10.42,10.87,1.97,1.92,2,-10.57,-10.23,-18.87,-0.03,-0.28,0.4,1.27,1.3,25
5200000000,6,20000000,54Mbps,OFDM,0.003,0.017,-35.03,13.63,13.98,5.01,4.89,5.16,-10.63,-12.1,-21.81,-0.01,-0.15,0.41,1.26,1.2,26
5200000000,8,20000000,54Mbps,OFDM,0.003,0.019,-35.37,16.35,17.07,7.72,7.63,7.76,-10.57,-10.78,-24.24,0.01,-0.25,0.42,1.27,1.22,26
5200000000,9,20000000,54Mbps,OFDM,0.003,0.018,-35.69,17.62,17.98,8.92,8.9,8.94,-10.61,-10.7,-24.95,-0.02,-0.08,0.54,1.29,1.29,26
5200000000,10,20000000,54Mbps,OFDM,0.003,0.016,-35.37,18.73,19.65,9.99,9.9,10.03,-10.67,-10.77,-26.8,-0.01,-0.24,0.4,1.3,1.32,26
5200000000,12,20000000,54Mbps,OFDM,0.003,0.017,-34.97,20.14,21.03,12.05,11.9,12.21,-10.65,-10.72,-27.98,-0.01,-0.15,0.46,1.24,1.27,-26
5200000000,14,20000000,54Mbps,OFDM,0.003,0.017,-33.7,22.23,22.65,14.15,14.08,14.26,-10.59,-11.31,-30.53,-0.02,-0.07,0.46,1.25,1.25,26
5200000000,15,20000000,54Mbps,OFDM,0.003,0.017,-31.87,22.48,23.52,14.95,14.93,14.98,-10.6,-10.36,-32.26,-0.01,-0.2,0.46,1.26,1.28,-26
5220000000,1,20000000,54Mbps,OFDM,0.045,0.019,-34.18,10.13,11.48,2.39,2.15,2.7,-10.61,-12.08,-19.24,-0.03,-0.31,0.47,1.28,1.27,26
5220000000,2,20000000,54Mbps,OFDM,0.003,0.018,-34.58,10.64,11.52,2.47,2.14,2.64,-10.6,-9.35,-19.16,-0.04,-0.22,0.42,1.28,1.3,26
5220000000,4,20000000,54Mbps,OFDM,0.003,0.016,-34.47,11.23,11.72,3.24,3.09,3.41,-10.64,-10.97,-19.96,0,-0.26,0.38,1.31,1.34,26
5220000000,6,20000000,54Mbps,OFDM,0.003,0.017,-34.79,13.3,13.86,5.07,5.06,5.08,-10.62,-11.92,-21.49,-0.01,-0.23,0.37,1.32,1.32,26
5220000000,8,20000000,54Mbps,OFDM,0.003,0.018,-35.58,16.03,16.79,7.68,7.66,7.69,-10.59,-10.71,-23.88,-0.03,-0.27,0.45,1.28,1.27,26
5220000000,9,20000000,54Mbps,OFDM,0.004,0.019,-35.55,17.35,18.18,8.9,8.83,8.98,-10.63,-10.19,-24.77,-0.02,-0.03,0.44,1.28,1.24,26
5220000000,10,20000000,54Mbps,OFDM,0.003,0.019,-35.76,18.72,19.2,10.06,10.04,10.08,-10.64,-12.21,-26.31,-0.01,-0.11,0.42,1.28,1.26,26
5220000000,12,20000000,54Mbps,OFDM,0.004,0.018,-35.04,20.36,21.27,12.14,12.03,12.19,-10.6,-10.05,-26.7,-0.04,-0.12,0.5,1.27,1.28,-26
5220000000,14,20000000,54Mbps,OFDM,0.002,0.017,-33.33,22.04,23.49,14.08,13.92,14.16,-10.55,-11.15,-29.86,-0.01,-0.12,0.51,1.26,1.29,26
5220000000,15,20000000,54Mbps,OFDM,0.003,0.017,-32.97,23.14,23.34,15.03,14.85,15.19,-10.63,-13.32,-31.47,-0.01,-0.2,0.45,1.26,1.31,-26
5240000000,1,20000000,54Mbps,OFDM,0.045,0.017,-34.48,10.75,11.85,3.1,2.94,3.25,-10.63,-11.23,-20.25,-0.01,0.06,0.56,1.26,1.29,25
5240000000,2,20000000,54Mbps,OFDM,0.003,0.041,-34.26,10.74,11.14,2.23,2.03,2.55,-10.55,-9.73,-19.44,0,-0.11,0.46,1.29,1.29,26
5240000000,4,20000000,54Mbps,OFDM,0.004,0.026,-34.33,10.58,10.67,2.01,1.98,2.03,-10.59,-11.88,-19.48,-0.01,-0.29,0.47,1.26,1.26,26
5240000000,6,20000000,54Mbps,OFDM,0.003,0.017,-35.51,13.86,14.39,5.08,4.98,5.14,-10.63,-11.22,-22.69,-0.03,-0.14,0.49,1.28,1.32,26
